GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NTD_LEPR11,Leprosy - Number of female new cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5306,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,53072,53072.00000,,,,,
NTD_LEPR11,Leprosy - Number of female new cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5306,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,48821,48821.00000,,,,,
NTD_TSOL1,Status of endemicity of Taenia solium,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5308,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,Endemic,,,,,,
NTD_TSOL2,Presence of porcine cysticercosis,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5309,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,Present,,,,,,
NTD_TSOL3,Number of pigs in the country,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5310,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,10130000,10130000.00000,,,,,
NTD_TSOL4,Practice of backyard pig production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5311,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,Present,,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,3.68152,3.68152,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,4.11087,4.11087,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,4.47808,4.47808,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,4.46964,4.46964,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,3.96097,3.96097,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,3.39909,3.39909,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,10.89621,10.89621,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,10.13569,10.13569,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,9.92463,9.92463,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,9.71175,9.71175,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,10.23168,10.23168,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,9.42099,9.42099,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,0.74185,0.74185,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,0.688,0.68800,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,0.70091,0.70091,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,0.65618,0.65618,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,0.66582,0.66582,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,0.67735,0.67735,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,8.89622,8.89622,,,,,
NTD_LEPR3,Leprosy - Number of cases registered for treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5298,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,85302,85302.00000,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,0.63063,0.63063,,,,,
NTD_LEPR5,Leprosy - Number of new G2D cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5300,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,3666,3666.00000,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,2.71025,2.71025,,,,,
NTD_LEPR8,Leprosy - Number of new child (less than 15 years of age) cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5303,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,9227,9227.00000,,,,,
NTD_LEPR9,Leprosy - Number of new child (less than 15 years of age) cases detected with G2D,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5304,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,84,84.00000,,,,,
NTD_LEPR11,Leprosy - Number of female new cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5306,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,46880,46880.00000,,,,,
NTD_LEPR11,Leprosy - Number of female new cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5306,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,44877,44877.00000,,,,,
NTD_LEPR2,Leprosy - New cases detection rate per 100 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5297,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,8.37599,8.37599,,,,,
NTD_LEPR3,Leprosy - Number of cases registered for treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5298,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,79898,79898.00000,,,,,
NTD_LEPR4,Leprosy - Registered cases per 10 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5299,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,0.58473,0.58473,,,,,
NTD_LEPR5,Leprosy - Number of new G2D cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5300,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,2761,2761.00000,,,,,
NTD_LEPR7,Leprosy - New leprosy cases with G2D rate per 1 000 000 population,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5302,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,2.02000,2.02000,,,,,
NTD_LEPR8,Leprosy - Number of new child (less than 15 years of age) cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5303,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,7859,7859.00000,,,,,
NTD_LEPR9,Leprosy - Number of new child (less than 15 years of age) cases detected with G2D,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5304,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,63,63.00000,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,IND,2012,2012,India,,35.33745,35.33745,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2013,2013,,SEAR,South-East Asia,,IND,2013,2013,India,,33.11093,33.11093,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2014,2014,,SEAR,South-East Asia,,IND,2014,2014,India,,30.13473,30.13473,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2015,2015,,SEAR,South-East Asia,,IND,2015,2015,India,,30.33348,30.33348,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2016,2016,,SEAR,South-East Asia,,IND,2016,2016,India,,31.57572,31.57572,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2017,2017,,SEAR,South-East Asia,,IND,2017,2017,India,,27.65946,27.65946,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2018,2018,,SEAR,South-East Asia,,IND,2018,2018,India,,24.90044,24.90044,,,,,
NTD_LEPR13,New child (less than 15 years of age) leprosy cases rate per 1 000 000 population of children,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5600,PUBLISHED,Published,,2019,2019,,SEAR,South-East Asia,,IND,2019,2019,India,,21.60747,21.60747,,,,,
