GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,2003,2003,Lower-middle-income,,IND,India,,1073282,1073282.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,2004,2004,Lower-middle-income,,IND,India,,1136182,1136182.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,IND,India,,1156248,1156248.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,2006,2006,Lower-middle-income,,IND,India,,1228827,1228827.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,2007,2007,Lower-middle-income,,IND,India,,1295943,1295943.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,2009,2009,Lower-middle-income,,IND,India,,1351913,1351913.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,IND,India,,1339866,1339866.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1991,1991,,SEAR,South-East Asia,,WB_LMI,1991,1991,Lower-middle-income,,IND,India,,1555353,1555353.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1994,1994,,SEAR,South-East Asia,,WB_LMI,1994,1994,Lower-middle-income,,IND,India,,1114374,1114374.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,1997,1997,Lower-middle-income,,IND,India,,1132859,1132859.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,IND,India,,1115718,1115718.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,2008,2008,Lower-middle-income,,IND,India,,1332267,1332267.00000,,,,,
TB_tot_newrel,Tuberculosis - new and relapse cases,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,2011,2011,Lower-middle-income,,IND,India,,1323949,1323949.00000,,,,,
SA_0000001519,Minimum legal drinking age,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2343,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,,2008,2008,,,IND,India,,0,,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,WB_LMI,1995,1995,Lower-middle-income,,IND,India,,880589,880589.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,1996,1996,Lower-middle-income,,IND,India,,932998,932998.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,1998,1998,Lower-middle-income,,IND,India,,770765,770765.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,1999,1999,Lower-middle-income,,IND,India,,777783,777783.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,2001,2001,Lower-middle-income,,IND,India,,554437,554437.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,WB_LMI,2002,2002,Lower-middle-income,,IND,India,,506249,506249.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,2003,2003,Lower-middle-income,,IND,India,,459424,459424.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,2004,2004,Lower-middle-income,,IND,India,,432364,432364.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,IND,India,,399066,399066.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,2006,2006,Lower-middle-income,,IND,India,,400680,400680.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,2007,2007,Lower-middle-income,,IND,India,,398862,398862.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,2009,2009,Lower-middle-income,,IND,India,,384113,384113.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,IND,India,,366381,366381.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,2012,2012,Lower-middle-income,,IND,India,,317616,317616.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,1997,1997,Lower-middle-income,,IND,India,,7089,7089.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,IND,India,,650345,650345.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,2008,2008,Lower-middle-income,,IND,India,,390356,390356.00000,,,,,
TB_new_sn,New cases: pulmonary smear-negative,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,2011,2011,Lower-middle-income,,IND,India,,340203,340203.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1995,1995,,SEAR,South-East Asia,,WB_LMI,1995,1995,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,1999,1999,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,2001,2001,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2002,2002,,SEAR,South-East Asia,,WB_LMI,2002,2002,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,2003,2003,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,2004,2004,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,2006,2006,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,2007,2007,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,1997,1997,Lower-middle-income,,IND,India,,787338,787338.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_su,New cases: pulmonary smear unknown/not done,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,2008,2008,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,2004,2004,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,IND,India,,1381,1381.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,2006,2006,Lower-middle-income,,IND,India,,1188,1188.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,2007,2007,Lower-middle-income,,IND,India,,798,798.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,2009,2009,Lower-middle-income,,IND,India,,1796,1796.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,IND,India,,1508,1508.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,2012,2012,Lower-middle-income,,IND,India,,2139,2139.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,2008,2008,Lower-middle-income,,IND,India,,1774,1774.00000,,,,,
TB_new_oth,New cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,2011,2011,Lower-middle-income,,IND,India,,1952,1952.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,1996,1996,Lower-middle-income,,IND,India,,0,0.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,1998,1998,Lower-middle-income,,IND,India,,465,465.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,1999,1999,Lower-middle-income,,IND,India,,1604,1604.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,2001,2001,Lower-middle-income,,IND,India,,7262,7262.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,2003,2003,Lower-middle-income,,IND,India,,12280,12280.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,2004,2004,Lower-middle-income,,IND,India,,16531,16531.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,IND,India,,17764,17764.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,2006,2006,Lower-middle-income,,IND,India,,19491,19491.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,2007,2007,Lower-middle-income,,IND,India,,19041,19041.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,2009,2009,Lower-middle-income,,IND,India,,18870,18870.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,IND,India,,18463,18463.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,2012,2012,Lower-middle-income,,IND,India,,16400,16400.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,1997,1997,Lower-middle-income,,IND,India,,967,967.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,IND,India,,20525,20525.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,2008,2008,Lower-middle-income,,IND,India,,18435,18435.00000,,,,,
TB_ret_taf,Retreatment cases: treatment after failure (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,2011,2011,Lower-middle-income,,IND,India,,17304,17304.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,1996,1996,Lower-middle-income,,IND,India,,1375,1375.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,1998,1998,Lower-middle-income,,IND,India,,1779,1779.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,1999,1999,Lower-middle-income,,IND,India,,14413,14413.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,2001,2001,Lower-middle-income,,IND,India,,55518,55518.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2003,2003,,SEAR,South-East Asia,,WB_LMI,2003,2003,Lower-middle-income,,IND,India,,61303,61303.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2004,2004,,SEAR,South-East Asia,,WB_LMI,2004,2004,Lower-middle-income,,IND,India,,69560,69560.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2005,2005,,SEAR,South-East Asia,,WB_LMI,2005,2005,Lower-middle-income,,IND,India,,72125,72125.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2006,2006,,SEAR,South-East Asia,,WB_LMI,2006,2006,Lower-middle-income,,IND,India,,76688,76688.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2007,2007,,SEAR,South-East Asia,,WB_LMI,2007,2007,Lower-middle-income,,IND,India,,77618,77618.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2009,2009,,SEAR,South-East Asia,,WB_LMI,2009,2009,Lower-middle-income,,IND,India,,73549,73549.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2010,2010,,SEAR,South-East Asia,,WB_LMI,2010,2010,Lower-middle-income,,IND,India,,72110,72110.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2012,2012,,SEAR,South-East Asia,,WB_LMI,2012,2012,Lower-middle-income,,IND,India,,64782,64782.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1997,1997,,SEAR,South-East Asia,,WB_LMI,1997,1997,Lower-middle-income,,IND,India,,288,288.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2000,2000,,SEAR,South-East Asia,,WB_LMI,2000,2000,Lower-middle-income,,IND,India,,19511,19511.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2008,2008,,SEAR,South-East Asia,,WB_LMI,2008,2008,Lower-middle-income,,IND,India,,76583,76583.00000,,,,,
TB_ret_tad,Retreatment cases: treatment after default (pulmonary smear and/or culture positive),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2011,2011,,SEAR,South-East Asia,,WB_LMI,2011,2011,Lower-middle-income,,IND,India,,72787,72787.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1996,1996,,SEAR,South-East Asia,,WB_LMI,1996,1996,Lower-middle-income,,IND,India,,1375,1375.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1998,1998,,SEAR,South-East Asia,,WB_LMI,1998,1998,Lower-middle-income,,IND,India,,2244,2244.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,1999,1999,,SEAR,South-East Asia,,WB_LMI,1999,1999,Lower-middle-income,,IND,India,,16017,16017.00000,,,,,
TB_ret_oth,Retreatment cases: other,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/333,PUBLISHED,Published,,2001,2001,,SEAR,South-East Asia,,WB_LMI,2001,2001,Lower-middle-income,,IND,India,,62780,62780.00000,,,,,
